"","ones","dem","rep","female","age","BA"
"8006",1,1,0,1,67,1
"8007",1,0,1,1,36,0
"8008",1,0,1,0,37,1
"8009",1,0,1,1,33,1
"8010",1,1,0,1,61,1
"8011",1,0,0,0,38,1
"8012",1,0,0,0,28,0
"8013",1,1,0,0,35,1
"8014",1,0,0,1,40,1
"8015",1,0,0,1,34,0
"8016",1,0,0,1,62,0
"8017",1,1,0,1,30,1
"8018",1,0,0,1,39,0
"8019",1,1,0,1,61,1
"8020",1,1,0,0,46,0
"8021",1,1,0,0,36,1
"8022",1,0,0,0,10,1
"8023",1,0,0,1,32,0
"8024",1,0,1,0,27,1
"8025",1,0,1,0,37,0
"8026",1,0,0,0,27,1
"8027",1,1,0,1,28,1
"8028",1,0,0,0,33,1
"8029",1,1,0,0,40,0
"8030",1,1,0,1,43,1
"8031",1,0,0,0,33,0
"8032",1,1,0,0,52,1
"8033",1,0,0,0,21,0
"8034",1,0,1,0,74,0
"8035",1,0,1,0,36,1
"8036",1,0,1,1,45,1
"8037",1,0,1,1,29,0
"8038",1,1,0,1,56,1
"8039",1,0,0,0,50,1
"8040",1,0,0,1,72,1
"8041",1,1,0,1,46,1
"8042",1,0,0,0,48,0
"8043",1,1,0,0,35,0
"8044",1,0,1,1,41,1
"8045",1,0,0,0,23,1
"8046",1,1,0,1,16,0
"8047",1,0,0,1,25,0
"8048",1,0,0,0,16,1
"8049",1,0,0,0,22,1
"8050",1,1,0,0,17,0
"8051",1,0,0,0,33,1
"8052",1,1,0,1,58,0
"8053",1,1,0,0,34,1
"8054",1,0,0,1,35,0
"8055",1,0,0,0,37,0
"8056",1,1,0,1,25,0
"8057",1,1,0,1,42,0
"8058",1,1,0,1,46,1
"8059",1,1,0,1,40,0
"8060",1,0,1,1,30,0
"8061",1,0,1,1,26,0
"8062",1,1,0,0,26,1
"8063",1,0,1,0,50,1
"8064",1,1,0,0,50,1
"8065",1,0,1,0,32,0
"8066",1,1,0,1,37,1
"8067",1,0,0,0,8,1
"8068",1,0,1,1,64,1
"8069",1,1,0,1,34,1
"8070",1,1,0,1,31,1
"8071",1,0,1,0,37,0
"8072",1,0,1,0,26,0
"8073",1,0,1,1,41,1
"8074",1,1,0,1,47,1
"8075",1,1,0,1,44,0
"8076",1,1,0,1,41,1
"8077",1,0,0,0,37,1
"8078",1,0,1,1,51,1
"8079",1,1,0,1,35,0
"8080",1,1,0,1,43,1
"8081",1,1,0,0,29,0
"8082",1,1,0,0,34,1
"8083",1,1,0,0,37,1
"8084",1,1,0,0,25,0
"8085",1,0,0,1,64,0
"8086",1,0,1,0,48,0
"8087",1,0,1,1,14,0
"8088",1,1,0,0,27,1
"8089",1,0,1,1,70,0
"8090",1,0,0,1,37,1
"8091",1,0,0,0,36,1
"8092",1,1,0,0,26,1
"8093",1,0,1,0,31,0
"8094",1,0,0,1,34,0
"8095",1,0,0,0,35,1
"8096",1,0,0,0,32,1
"8097",1,0,0,0,37,0
"8098",1,1,0,1,67,1
"8099",1,0,0,0,33,1
"8100",1,0,1,0,33,0
"8101",1,1,0,1,39,1
"8102",1,0,1,1,41,0
"8103",1,0,1,0,48,0
"8104",1,0,0,1,33,0
"8105",1,0,1,1,43,0
"8106",1,0,0,0,35,0
"8107",1,0,1,0,44,1
"8108",1,0,1,0,48,0
"8109",1,0,0,0,37,0
"8110",1,1,0,1,33,0
"8111",1,1,0,1,47,0
"8112",1,1,0,0,34,1
"8113",1,1,0,1,40,0
"8114",1,0,1,0,30,1
"8115",1,0,1,0,29,1
"8116",1,0,1,0,6,1
"8117",1,0,1,0,7,1
"8118",1,1,0,0,38,1
"8119",1,0,1,0,45,1
"8120",1,1,0,0,40,0
"8121",1,0,1,0,10,0
"8122",1,1,0,1,37,0
"8123",1,0,1,0,31,1
"8124",1,1,0,1,16,1
"8125",1,0,1,1,31,1
"8126",1,0,1,0,17,1
"8127",1,0,0,0,52,1
"8128",1,0,1,1,29,1
"8129",1,0,0,1,42,0
"8130",1,1,0,1,35,1
"8131",1,0,1,0,34,0
"8132",1,0,0,0,33,0
"8133",1,1,0,1,14,1
"8134",1,1,0,1,24,1
"8135",1,0,1,0,40,0
"8136",1,0,0,0,24,1
"8137",1,0,1,0,39,1
"8138",1,0,0,0,29,1
"8139",1,0,1,1,43,0
"8140",1,0,0,0,51,0
"8141",1,1,0,0,34,1
"8142",1,0,1,0,45,1
"8143",1,0,1,1,35,0
"8144",1,0,0,1,32,1
"8145",1,1,0,1,37,0
"8146",1,0,1,1,60,0
"8147",1,0,0,0,25,1
"8148",1,0,0,0,41,1
"8149",1,0,0,1,41,0
"8150",1,0,1,1,65,1
"8151",1,1,0,1,29,1
"8152",1,1,0,1,18,0
"8153",1,0,0,0,64,1
"8154",1,0,0,0,36,1
"8155",1,0,1,1,63,0
"8156",1,0,1,0,34,1
"8157",1,1,0,1,39,0
"8158",1,1,0,1,44,0
"8159",1,0,0,0,39,0
"8160",1,0,0,0,47,1
"8161",1,0,1,0,39,1
"8162",1,1,0,0,31,0
"8163",1,1,0,1,40,1
"8164",1,0,1,0,36,1
"8165",1,0,1,1,61,0
"8166",1,1,0,0,34,1
"8167",1,1,0,1,25,0
"8168",1,0,1,0,11,1
"8169",1,0,1,0,29,1
"8170",1,1,0,1,37,1
"8171",1,0,1,0,21,0
"8172",1,0,0,1,41,1
"8173",1,1,0,1,33,0
"8174",1,0,1,0,20,0
"8175",1,0,0,1,40,1
"8176",1,1,0,1,48,0
"8177",1,0,0,1,26,0
"8178",1,1,0,0,20,1
"8179",1,1,0,0,28,1
"8180",1,0,1,0,28,0
"8181",1,1,0,0,36,1
"8182",1,1,0,0,29,1
"8183",1,0,1,1,38,0
"8184",1,0,0,0,40,0
"8185",1,0,1,0,48,1
"8186",1,1,0,0,44,0
"8187",1,1,0,1,43,0
"8188",1,1,0,1,26,1
"8189",1,0,1,1,34,0
"8190",1,1,0,0,27,1
"8191",1,0,1,0,34,1
"8192",1,0,0,0,44,1
"8193",1,0,1,0,14,1
"8194",1,0,0,1,15,1
"8195",1,1,0,0,25,0
"8196",1,0,1,0,46,0
"8197",1,0,0,0,46,1
"8198",1,1,0,1,50,1
"8199",1,0,0,1,55,1
"8200",1,1,0,1,43,1
"8201",1,1,0,0,29,1
"8202",1,0,0,0,19,0
"8203",1,1,0,1,33,0
"8204",1,1,0,0,69,1
"8205",1,0,0,1,34,0
"8206",1,0,1,1,41,0
"8207",1,0,0,0,38,0
"8208",1,0,0,0,27,1
"8209",1,0,0,1,28,1
"8210",1,0,1,0,43,0
"8211",1,1,0,0,41,0
"8212",1,1,0,1,43,1
"8213",1,0,1,0,17,0
"8214",1,0,0,0,35,1
"8215",1,1,0,0,35,1
"8216",1,0,1,1,25,1
"8217",1,0,1,0,60,1
"8218",1,0,1,0,43,1
"8219",1,0,1,1,60,1
"8220",1,0,0,1,39,0
"8221",1,0,0,1,39,0
"8222",1,0,1,0,26,1
"8223",1,1,0,1,20,1
"8224",1,0,0,1,46,1
"8225",1,0,1,0,26,1
"8226",1,0,0,0,34,1
"8227",1,NA,NA,0,26,1
"8228",1,0,1,1,45,0
"8229",1,0,1,1,32,0
"8230",1,1,0,1,31,1
"8231",1,1,0,1,21,0
"8232",1,0,1,1,44,1
"8233",1,1,0,1,24,0
"8234",1,1,0,1,46,0
"8235",1,1,0,0,13,0
"8236",1,0,1,1,20,0
"8237",1,0,1,1,27,1
"8238",1,0,0,1,36,1
"8239",1,0,1,0,46,1
"8240",1,1,0,0,25,1
"8241",1,0,1,0,30,0
"8242",1,0,0,0,34,1
"8243",1,1,0,0,58,1
"8244",1,1,0,1,66,1
"8245",1,0,0,1,32,0
"8246",1,0,0,0,33,0
"8247",1,0,0,0,44,0
"8248",1,0,0,1,38,0
"8249",1,0,1,0,43,1
"8250",1,0,1,1,46,0
"8251",1,0,0,0,36,1
"8252",1,1,0,1,13,0
"8253",1,0,0,0,26,1
"8254",1,0,1,0,43,0
"8255",1,0,1,0,44,0
"8256",1,1,0,1,34,1
"8257",1,0,1,0,50,1
"8258",1,0,1,0,31,1
"8259",1,1,0,1,42,1
"8260",1,1,0,0,31,1
"8261",1,1,0,1,65,0
"8262",1,1,0,1,62,1
"8263",1,0,0,0,18,1
"8264",1,1,0,0,26,1
"8265",1,1,0,0,43,1
"8266",1,1,0,0,42,0
"8267",1,0,1,1,43,0
"8268",1,1,0,0,66,1
"8269",1,0,1,0,32,0
"8270",1,1,0,0,36,0
"8271",1,0,0,0,22,1
"8272",1,0,0,0,41,1
"8273",1,1,0,0,30,1
"8274",1,0,0,0,43,1
"8275",1,0,1,0,41,1
"8276",1,0,0,0,33,1
"8277",1,0,0,0,61,0
"8278",1,0,1,0,31,0
"8279",1,0,1,0,39,0
"8280",1,1,0,1,57,1
"8281",1,1,0,0,24,1
"8282",1,0,0,0,47,1
"8283",1,0,0,1,27,1
"8284",1,0,0,1,33,1
"8285",1,0,0,0,31,1
"8286",1,0,1,1,20,0
"8287",1,0,0,1,15,1
"8288",1,1,0,0,55,0
"8289",1,0,1,0,37,1
"8290",1,0,1,1,27,0
"8291",1,0,0,0,43,1
"8292",1,0,1,1,26,0
"8293",1,0,1,1,31,0
"8294",1,0,1,1,18,0
"8295",1,1,0,1,43,1
"8296",1,0,1,1,29,1
"8297",1,0,0,1,25,1
"8298",1,0,1,1,46,0
"8299",1,1,0,1,38,1
"8300",1,0,0,0,24,0
"8301",1,0,1,0,29,1
"8302",1,1,0,0,28,0
"8303",1,0,1,1,34,0
"8304",1,1,0,0,29,1
"8305",1,1,0,1,33,1
"8306",1,1,0,0,49,1
"8307",1,0,1,0,43,1
"8308",1,0,1,1,39,1
"8309",1,1,0,1,32,0
"8310",1,1,0,0,51,1
"8311",1,0,1,1,31,1
"8312",1,0,0,1,58,0
"8313",1,0,0,0,32,1
"8314",1,1,0,0,74,0
"8315",1,1,0,1,38,1
"8316",1,0,1,0,35,1
"8317",1,0,0,0,49,1
"8318",1,0,1,0,36,0
"8319",1,0,1,1,48,0
"8320",1,1,0,1,32,0
"8321",1,0,1,1,33,1
"8322",1,0,1,1,23,0
"8323",1,0,1,1,25,0
"8324",1,0,0,0,32,1
"8325",1,0,0,0,23,1
"8326",1,0,1,0,25,1
"8327",1,0,1,1,18,0
"8328",1,0,1,0,38,1
"8329",1,NA,NA,0,38,1
"8330",1,1,0,1,19,1
"8331",1,0,1,0,21,1
"8332",1,0,0,0,33,1
"8333",1,0,0,0,31,1
"8334",1,0,1,0,34,0
"8335",1,0,1,1,52,1
"8336",1,1,0,1,38,1
"8337",1,1,0,1,46,1
"8338",1,0,0,0,38,0
"8339",1,1,0,1,18,0
"8340",1,0,0,1,21,0
"8341",1,0,0,0,20,1
"8342",1,0,1,1,28,0
"8343",1,1,0,1,40,0
"8344",1,0,0,0,41,0
"8345",1,0,1,0,33,0
"8346",1,1,0,0,30,1
"8347",1,0,1,0,29,0
"8348",1,1,0,1,11,1
"8349",1,0,0,1,44,1
"8350",1,0,1,0,26,0
"8351",1,0,1,0,18,1
"8352",1,1,0,0,9,1
"8353",1,0,0,1,29,1
"8354",1,0,1,1,51,0
"8355",1,1,0,1,25,1
"8356",1,1,0,0,34,1
"8357",1,1,0,1,33,1
"8358",1,1,0,0,26,1
"8359",1,0,1,0,44,0
"8360",1,1,0,1,30,0
"8361",1,0,1,0,28,1
"8362",1,0,0,0,55,1
"8363",1,1,0,1,18,0
"8364",1,0,1,0,33,0
"8365",1,0,1,0,16,0
"8366",1,0,1,0,76,0
"8367",1,0,0,0,52,1
"8368",1,0,0,0,40,0
"8369",1,0,1,0,27,0
"8370",1,0,0,0,45,0
"8371",1,0,1,0,39,1
"8372",1,0,1,0,34,1
"8373",1,0,1,1,36,1
"8374",1,0,1,0,31,1
"8375",1,0,1,0,40,1
"8376",1,0,0,0,46,0
"8377",1,1,0,0,25,0
"8378",1,0,0,1,23,1
"8379",1,1,0,1,60,0
"8380",1,1,0,0,38,0
"8381",1,0,0,0,52,1
"8382",1,1,0,0,20,0
"8383",1,0,1,0,31,1
"8384",1,0,0,1,16,0
"8385",1,0,1,1,43,1
"8386",1,0,0,1,19,0
"8387",1,0,0,1,43,0
"8388",1,0,0,1,38,0
"8389",1,1,0,0,33,1
"8390",1,0,1,0,24,1
"8391",1,0,1,1,33,0
"8392",1,0,1,0,24,1
"8393",1,0,0,0,53,1
"8394",1,0,1,1,20,1
"8395",1,0,1,0,48,0
"8396",1,0,0,0,19,1
"8397",1,0,1,1,42,0
"8398",1,0,0,0,27,1
"8399",1,0,0,0,39,0
"8400",1,1,0,1,21,1
"8401",1,0,1,0,30,1
"8402",1,0,1,0,37,0
"8403",1,0,1,0,22,1
"8404",1,0,0,0,26,1
"8405",1,0,1,1,32,1
"8406",1,0,0,1,38,1
"8407",1,1,0,0,12,1
"8408",1,0,1,0,48,1
"8409",1,0,0,0,31,0
"8410",1,1,0,1,35,0
"8411",1,0,1,0,28,0
"8412",1,0,1,0,35,0
"8413",1,0,0,0,19,0
"8414",1,0,1,0,26,0
"8415",1,0,1,0,32,1
"8416",1,0,0,0,31,0
"8417",1,0,0,0,31,0
"8418",1,0,1,0,51,1
"8419",1,0,1,0,45,0
"8420",1,0,1,0,36,0
"8421",1,0,0,0,24,1
"8422",1,0,1,1,41,0
"8423",1,0,1,1,23,0
"8424",1,0,0,0,34,0
"8425",1,0,1,0,32,1
"8426",1,0,0,1,29,0
"8427",1,0,1,1,28,1
"8428",1,0,1,0,49,1
"8429",1,0,0,0,33,0
"8430",1,0,1,0,25,1
"8431",1,0,0,1,42,0
"8432",1,0,1,0,32,0
"8433",1,0,1,0,38,1
"8434",1,0,1,0,38,0
"8435",1,0,0,0,36,1
"8436",1,0,1,1,45,0
"8437",1,1,0,1,13,1
"8438",1,0,0,0,16,1
"8439",1,0,0,1,27,0
"8440",1,0,0,0,28,0
"8441",1,0,1,0,28,0
"8442",1,0,1,1,50,1
"8443",1,1,0,0,51,1
"8444",1,1,0,1,29,1
"8445",1,0,1,0,25,0
"8446",1,0,1,0,35,0
"8447",1,0,1,1,47,1
"8448",1,1,0,1,23,1
"8449",1,0,0,0,37,1
"8450",1,1,0,0,24,1
"8451",1,0,1,1,28,0
"8452",1,0,1,0,28,0
"8453",1,1,0,1,35,0
"8454",1,0,1,1,41,0
"8455",1,0,1,0,24,0
"8456",1,0,1,0,23,1
"8457",1,0,1,1,34,1
"8458",1,0,1,0,31,0
"8459",1,0,1,1,9,0
"8460",1,1,0,1,39,0
"8461",1,0,0,0,39,0
"8462",1,0,0,1,32,1
"8463",1,0,1,1,33,0
"8464",1,0,1,0,23,0
"8465",1,0,0,0,30,1
"8466",1,0,1,0,23,1
"8467",1,0,1,1,34,1
"8468",1,0,1,0,26,0
"8469",1,0,1,0,20,0
"8470",1,0,1,1,20,0
"8471",1,1,0,0,25,0
"8472",1,0,1,0,33,1
"8473",1,0,1,0,36,0
"8474",1,0,1,1,43,1
"8475",1,1,0,1,38,0
"8476",1,0,1,1,16,0
"8477",1,0,1,0,41,0
"8478",1,1,0,1,25,1
"8479",1,0,1,1,39,1
"8480",1,1,0,1,32,1
"8481",1,1,0,1,39,0
"8482",1,1,0,0,33,1
"8483",1,1,0,0,34,1
"8484",1,0,1,1,19,1
"8485",1,0,1,1,37,0
"8486",1,0,0,1,36,1
"8487",1,1,0,1,40,0
"8488",1,1,0,1,22,1
"8489",1,0,1,0,23,1
"8490",1,1,0,0,23,1
"8491",1,1,0,0,24,0
"8492",1,0,0,0,39,0
"8493",1,0,0,0,54,1
"8494",1,1,0,0,45,0
"8495",1,0,1,0,26,0
"8496",1,0,0,0,53,0
"8497",1,0,1,0,19,1
"8498",1,0,1,0,40,1
"8499",1,1,0,1,36,0
"8500",1,1,0,0,37,1
"8501",1,0,0,0,25,1
"8502",1,0,1,1,39,1
"8503",1,0,1,0,37,1
"8504",1,0,1,0,17,0
"8505",1,0,1,0,32,1
"8506",1,0,0,0,20,0
"8507",1,0,1,0,31,0
"8508",1,0,1,0,29,1
"8509",1,0,0,0,24,1
"8510",1,1,0,1,41,0
"8511",1,0,1,1,31,1
"8512",1,0,0,0,32,0
"8513",1,0,1,0,20,0
"8514",1,0,1,0,34,1
"8515",1,0,1,1,49,0
"8516",1,1,0,0,20,1
"8517",1,1,0,0,31,0
"8518",1,0,0,0,35,1
"8519",1,0,1,1,38,1
"8520",1,0,0,0,31,0
"8521",1,0,1,1,42,1
"8522",1,0,0,1,41,0
"8523",1,0,0,1,34,1
"8524",1,0,1,1,7,1
"8525",1,0,0,0,34,0
"8526",1,0,1,1,27,1
"8527",1,0,0,0,35,1
"8528",1,0,1,1,29,0
"8529",1,0,1,1,41,1
"8530",1,1,0,1,57,0
"8531",1,0,1,0,23,1
"8532",1,0,1,1,19,0
"8533",1,0,1,0,20,1
"8534",1,0,1,1,24,0
"8535",1,0,0,1,30,1
"8536",1,0,1,0,30,0
"8537",1,1,0,0,67,1
"8538",1,0,1,0,33,1
"8539",1,0,1,0,26,0
"8540",1,1,0,1,33,0
"8541",1,0,1,1,52,0
"8542",1,0,1,1,59,0
"8543",1,0,0,0,40,0
"8544",1,0,1,0,28,0
"8545",1,0,1,1,31,0
"8546",1,0,0,0,59,1
"8547",1,0,1,0,70,1
"8548",1,0,0,0,40,0
"8549",1,0,1,1,29,1
"8550",1,0,1,0,36,1
"8551",1,0,0,0,32,1
"8552",1,1,0,1,47,1
"8553",1,1,0,0,33,0
"8554",1,0,0,0,33,0
"8555",1,0,0,1,13,1
"8556",1,1,0,0,57,0
"8557",1,0,1,1,21,0
"8558",1,0,1,0,41,0
"8559",1,0,1,0,19,0
"8560",1,0,1,0,42,0
"8561",1,1,0,1,48,1
"8562",1,0,1,1,75,1
"8563",1,1,0,1,60,1
"8564",1,0,1,0,44,1
"8565",1,1,0,0,62,1
"8566",1,0,1,1,14,0
"8567",1,0,0,0,47,0
"8568",1,0,1,0,50,0
"8569",1,0,0,0,42,0
"8570",1,0,0,0,34,0
"8571",1,0,0,0,46,1
"8572",1,0,1,0,24,0
"8573",1,0,0,0,23,1
"8574",1,1,0,1,46,1
"8575",1,0,0,0,28,0
"8576",1,0,1,0,52,1
"8577",1,0,1,0,16,1
"8578",1,0,1,1,35,0
"8579",1,0,1,0,17,1
"8580",1,0,1,0,21,0
"8581",1,0,0,0,34,0
"8582",1,0,0,0,46,0
"8583",1,0,1,1,18,0
"8584",1,0,1,0,36,1
"8585",1,1,0,0,36,1
"8586",1,0,0,1,40,1
"8587",1,0,0,0,40,1
"8588",1,1,0,0,26,1
"8589",1,0,0,0,29,0
"8590",1,0,0,0,60,1
"8591",1,0,1,0,18,0
"8592",1,0,1,1,20,0
"8593",1,0,0,0,30,0
"8594",1,0,1,0,22,0
"8595",1,1,0,1,56,1
"8596",1,0,1,0,31,0
"8597",1,0,1,0,22,0
"8598",1,0,0,0,34,0
"8599",1,1,0,1,43,1
"8600",1,0,1,0,29,1
"8601",1,0,1,0,41,1
"8602",1,0,1,0,28,1
"8603",1,0,1,1,18,1
"8604",1,0,1,0,36,0
"8605",1,0,1,0,37,0
"8606",1,0,1,0,16,1
"8607",1,0,1,0,30,0
"8608",1,1,0,1,26,0
"8609",1,0,1,0,38,0
"8610",1,0,1,0,13,0
"8611",1,0,1,1,37,1
"8612",1,0,1,0,35,0
"8613",1,0,0,1,31,0
"8614",1,0,0,0,30,0
"8615",1,0,0,1,22,1
"8616",1,1,0,1,37,0
"8617",1,0,0,1,38,1
"8618",1,0,1,1,22,1
"8619",1,0,0,0,42,1
"8620",1,1,0,0,36,0
"8621",1,0,0,1,50,0
"8622",1,0,0,0,31,1
"8623",1,0,1,0,47,0
"8624",1,0,1,1,34,1
"8625",1,0,1,0,48,1
"8626",1,0,0,0,39,0
"8627",1,0,0,0,33,0
"8628",1,0,1,1,20,0
"8629",1,0,1,0,29,0
"8630",1,0,1,0,44,1
"8631",1,1,0,1,27,1
"8632",1,0,1,0,11,1
"8633",1,0,0,0,34,0
"8634",1,0,1,1,36,1
"8635",1,0,1,1,12,0
"8636",1,0,0,1,41,0
"8637",1,0,1,0,33,0
"8638",1,1,0,1,15,0
"8639",1,0,1,0,34,0
"8640",1,0,1,0,34,0
"8641",1,0,0,0,17,1
"8642",1,0,1,1,43,0
"8643",1,0,1,0,35,1
"8644",1,0,1,0,47,1
"8645",1,0,0,0,25,1
"8646",1,0,1,0,34,1
"8647",1,0,1,0,27,0
"8648",1,0,0,0,36,0
"8649",1,0,1,0,31,0
"8650",1,0,1,0,44,1
"8651",1,1,0,1,30,0
"8652",1,1,0,0,42,1
"8653",1,0,0,0,10,1
"8654",1,0,1,1,15,1
"8655",1,0,1,0,22,1
"8656",1,0,1,0,19,0
"8657",1,0,1,0,41,0
"8658",1,1,0,0,25,1
"8659",1,0,1,0,32,0
"8660",1,0,1,1,25,1
"8661",1,1,0,1,33,1
"8662",1,0,1,0,17,1
"8663",1,0,0,0,37,0
"8664",1,0,1,0,20,1
"8665",1,0,1,0,35,0
"8666",1,0,0,1,28,1
"8667",1,1,0,1,37,1
"8668",1,1,0,0,27,1
"8669",1,0,0,1,34,0
"8670",1,1,0,1,19,1
"8671",1,0,1,0,40,1
"8672",1,1,0,0,33,0
"8673",1,0,0,1,31,0
"8674",1,1,0,1,60,0
"8675",1,0,1,0,32,1
"8676",1,1,0,0,25,1
"8677",1,0,0,0,50,0
"8678",1,1,0,1,25,1
"8679",1,0,1,0,36,1
"8680",1,0,1,0,42,0
"8681",1,0,1,0,34,0
"8682",1,0,1,0,30,1
"8683",1,0,1,1,44,1
"8684",1,0,1,0,21,0
"8685",1,1,0,0,37,1
"8686",1,1,0,0,38,1
"8687",1,0,1,0,46,0
"8688",1,0,1,1,20,1
"8689",1,0,0,0,12,0
"8690",1,1,0,1,41,1
"8691",1,0,1,0,37,0
"8692",1,0,0,1,32,0
"8693",1,1,0,1,33,1
"8694",1,0,1,0,71,1
"8695",1,0,1,0,35,0
"8696",1,0,1,0,26,1
"8697",1,1,0,1,49,1
"8698",1,0,0,0,18,0
"8699",1,0,0,0,30,1
"8700",1,0,0,0,32,1
"8701",1,0,0,0,23,1
"8702",1,1,0,0,18,1
"8703",1,0,1,0,24,0
"8704",1,0,1,0,49,0
"8705",1,0,1,0,41,1
"8706",1,0,1,0,38,1
"8707",1,0,0,0,56,1
"8708",1,0,1,0,43,0
"8709",1,1,0,0,26,1
"8710",1,0,1,1,29,1
"8711",1,0,0,0,32,1
"8712",1,0,1,0,31,0
"8713",1,1,0,0,48,1
"8714",1,0,1,0,27,1
"8715",1,0,1,1,44,0
"8716",1,0,1,0,37,0
"8717",1,0,0,0,50,0
"8718",1,1,0,0,49,1
"8719",1,0,0,1,46,1
"8720",1,0,0,0,29,1
"8721",1,0,0,0,27,0
"8722",1,1,0,0,38,0
"8723",1,1,0,0,47,1
"8724",1,0,1,0,68,1
"8725",1,0,1,0,47,1
"8726",1,0,1,0,19,1
"8727",1,0,0,0,48,1
"8728",1,1,0,1,31,1
"8729",1,0,1,0,49,0
"8730",1,0,1,0,31,1
"8731",1,0,0,0,15,1
"8732",1,0,1,1,22,0
"8733",1,1,0,0,29,1
"8734",1,0,1,0,35,1
"8735",1,0,0,0,30,0
"8736",1,0,1,0,40,1
"8737",1,0,1,1,50,0
"8738",1,0,0,0,42,1
"8739",1,0,1,0,37,1
"8740",1,0,1,1,37,0
"8741",1,0,0,1,38,0
"8742",1,0,1,0,42,0
"8743",1,0,1,1,43,1
"8744",1,1,0,0,48,1
"8745",1,0,0,0,23,0
"8746",1,0,1,0,14,1
"8747",1,0,1,0,48,1
"8748",1,0,0,0,41,1
"8749",1,0,0,1,45,1
"8750",1,0,0,1,54,1
"8751",1,0,1,0,28,1
"8752",1,0,0,0,49,0
"8753",1,0,0,1,35,1
"8754",1,0,1,0,9,0
"8755",1,0,0,1,39,0
"8756",1,1,0,1,44,0
"8757",1,1,0,1,23,0
"8758",1,1,0,1,39,0
"8759",1,0,1,0,14,1
"8760",1,0,0,1,17,0
"8761",1,1,0,1,26,0
"8762",1,0,1,1,35,0
"8763",1,1,0,0,26,1
"8764",1,1,0,1,37,1
"8765",1,0,1,1,36,1
"8766",1,1,0,0,18,1
"8767",1,0,1,0,31,1
"8768",1,0,0,1,34,0
"8769",1,0,0,1,52,0
"8770",1,1,0,0,17,0
"8771",1,0,1,0,24,0
"8772",1,0,0,0,31,1
"8773",1,0,0,1,34,0
"8774",1,0,1,0,23,0
"8775",1,0,0,0,18,1
"8776",1,0,1,0,49,0
"8777",1,0,1,1,36,0
"8778",1,0,1,0,32,0
"8779",1,1,0,1,33,1
"8780",1,1,0,1,13,1
"8781",1,0,1,0,45,1
"8782",1,0,0,0,46,1
"8783",1,1,0,0,27,1
"8784",1,1,0,1,47,0
"8785",1,1,0,1,39,0
"8786",1,1,0,0,29,1
"8787",1,0,0,0,37,1
"8788",1,1,0,1,40,0
"8789",1,0,1,0,24,1
"8790",1,0,1,0,46,1
"8791",1,0,0,1,35,1
"8792",1,0,0,1,45,1
"8793",1,0,1,0,33,0
"8794",1,0,0,1,70,0
"8795",1,0,1,0,37,0
"8796",1,0,0,0,32,1
"8797",1,0,1,0,40,0
"8798",1,0,1,0,31,0
"8799",1,0,0,0,26,0
"8800",1,0,1,0,29,1
"8801",1,0,1,0,17,0
"8802",1,0,0,0,23,1
"8803",1,0,1,0,25,0
"8804",1,0,0,0,43,1
"8805",1,0,0,0,19,1
"8806",1,0,1,0,34,1
"8807",1,1,0,0,35,1
"8808",1,0,0,0,32,1
"8809",1,0,1,1,40,0
"8810",1,0,1,1,30,0
"8811",1,0,0,1,43,0
"8812",1,0,0,1,39,1
"8813",1,0,1,0,26,1
"8814",1,0,0,1,31,0
"8815",1,0,0,1,42,1
"8816",1,1,0,1,28,0
"8817",1,0,0,0,23,0
"8818",1,1,0,0,26,1
"8819",1,0,0,0,23,0
"8820",1,1,0,0,65,0
"8821",1,0,1,0,22,1
"8822",1,1,0,0,28,1
"8823",1,0,0,0,37,0
"8824",1,0,1,1,16,0
"8825",1,0,0,0,22,0
"8826",1,0,0,0,38,0
"8827",1,0,1,1,29,1
"8828",1,0,1,1,11,1
"8829",1,0,0,0,60,1
"8830",1,0,1,0,31,1
"8831",1,0,0,0,26,0
"8832",1,0,0,0,44,1
"8833",1,0,1,0,46,1
"8834",1,0,0,0,47,0
"8835",1,0,1,1,41,0
"8836",1,0,0,0,30,0
"8837",1,0,1,1,11,1
"8838",1,1,0,0,70,1
"8839",1,0,0,1,35,1
"8840",1,0,0,0,39,1
"8841",1,0,1,0,36,1
"8842",1,0,1,0,43,0
"8843",1,0,1,0,56,0
"8844",1,0,0,1,41,0
"8845",1,1,0,1,42,1
"8846",1,0,0,0,33,0
"8847",1,0,1,0,18,0
"8848",1,0,1,0,26,1
"8849",1,1,0,1,50,1
"8850",1,1,0,1,47,1
"8851",1,1,0,1,34,1
"8852",1,1,0,1,20,1
"8853",1,0,1,0,72,0
"8854",1,0,1,0,36,0
"8855",1,0,0,0,21,0
"8856",1,0,0,0,41,1
"8857",1,0,1,0,43,1
"8858",1,0,1,0,42,0
"8859",1,1,0,1,29,1
"8860",1,1,0,1,31,1
"8861",1,1,0,1,38,1
"8862",1,0,0,0,34,0
"8863",1,1,0,0,32,1
"8864",1,0,1,1,36,1
"8865",1,0,1,1,24,1
"8866",1,0,1,1,44,0
"8867",1,1,0,1,32,0
"8868",1,1,0,1,51,0
"8869",1,0,1,0,25,0
"8870",1,0,1,0,28,1
"8871",1,0,1,1,33,1
"8872",1,0,1,0,48,1
"8873",1,0,1,1,35,0
"8874",1,0,1,0,25,1
"8875",1,0,0,0,64,1
"8876",1,0,0,1,42,1
"8877",1,1,0,0,65,1
"8878",1,1,0,0,25,1
