"","x"
"10253",0
"10254",0
"10255",1
"10256",0
"10257",1
"10258",1
"10259",0
"10260",0
"10261",1
"10262",0
"10263",1
"10264",1
"10265",0
"10266",0
"10267",0
"10268",0
"10269",1
"10270",1
"10271",1
"10272",1
"10273",0
"10274",0
"10275",0
"10276",0
"10277",1
"10278",1
"10279",1
"10280",0
"10281",0
"10282",0
"10283",0
"10284",1
"10285",1
"10286",0
"10287",0
"10288",0
"10289",0
"10290",1
"10291",0
"10292",1
"10293",1
"10294",1
"10295",0
"10296",0
"10297",1
"10298",1
"10299",1
"10300",1
"10301",1
"10302",0
"10303",0
"10304",0
"10305",0
"10306",0
"10307",0
"10308",1
"10309",1
"10310",0
"10311",1
"10312",0
"10313",0
"10314",1
"10315",0
"10316",1
"10317",0
"10318",0
"10319",0
"10320",0
"10321",1
"10322",0
"10323",1
"10324",1
"10325",0
"10326",0
"10327",0
"10328",0
"10329",0
"10330",0
"10331",0
"10332",0
"10333",0
"10334",0
"10335",0
"10336",0
"10337",0
"10338",0
"10339",0
"10340",0
"10341",0
"10342",1
"10343",0
"10344",0
"10345",0
"10346",0
"10347",0
"10348",0
"10349",0
"10350",1
"10351",0
"10352",1
"10353",0
"10354",0
"10355",1
"10356",0
"10357",0
"10358",1
"10359",0
"10360",1
"10361",1
"10362",0
"10363",0
"10364",1
"10365",0
"10366",1
"10367",1
"10368",1
"10369",0
"10370",1
"10371",1
"10372",1
"10373",1
"10374",0
"10375",1
"10376",1
"10377",1
"10378",1
"10379",0
"10380",1
"10381",1
"10382",0
"10383",0
"10384",1
"10385",0
"10386",1
"10387",1
"10388",1
"10389",1
"10390",0
"10391",1
"10392",1
"10393",0
"10394",0
"10395",1
"10396",1
"10397",1
"10398",0
"10399",0
"10400",0
"10401",0
"10402",0
"10403",1
"10404",0
"10405",1
"10406",1
"10407",1
"10408",1
"10409",1
"10410",1
"10411",0
"10412",0
"10413",1
"10414",1
"10415",0
"10416",0
"10417",1
"10418",1
"10419",1
"10420",1
"10421",1
"10422",0
"10423",0
"10424",0
"10425",1
"10426",0
"10427",0
"10428",0
"10429",0
"10430",0
"10431",1
"10432",0
"10433",1
"10434",1
"10435",1
"10436",0
"10437",1
"10438",0
"10439",1
"10440",1
"10441",0
"10442",1
"10443",1
"10444",1
"10445",0
"10446",1
"10447",0
"10448",0
"10449",0
"10450",0
"10451",0
"10452",0
"10453",0
"10454",1
"10455",1
"10456",1
"10457",1
"10458",1
"10459",0
"10460",1
"10461",1
"10462",0
"10463",1
"10464",1
"10465",1
"10466",1
"10467",1
"10468",0
"10469",1
"10470",0
"10471",0
"10472",0
"10473",0
"10474",1
"10475",1
"10476",0
"10477",0
"10478",1
"10479",1
"10480",0
"10481",1
"10482",1
"10483",1
"10484",1
"10485",0
"10486",1
"10487",0
"10488",1
"10489",1
"10490",0
"10491",1
"10492",1
"10493",1
"10494",0
"10495",0
"10496",0
"10497",1
"10498",0
"10499",1
"10500",0
"10501",1
"10502",0
"10503",1
"10504",1
"10505",1
"10506",1
"10507",0
"10508",0
"10509",1
"10510",0
"10511",1
"10512",1
"10513",0
"10514",0
"10515",1
"10516",1
"10517",0
"10518",1
"10519",1
"10520",1
"10521",1
"10522",1
"10523",0
"10524",1
"10525",0
"10526",0
"10527",0
"10528",0
"10529",0
"10530",1
"10531",0
"10532",1
"10533",0
"10534",1
"10535",0
"10536",0
"10537",0
"10538",0
"10539",0
"10540",1
"10541",1
"10542",0
"10543",0
"10544",0
"10545",1
"10546",0
"10547",1
"10548",0
"10549",0
"10550",1
"10551",0
"10552",0
"10553",1
"10554",0
"10555",0
"10556",0
"10557",0
"10558",0
"10559",0
"10560",0
"10561",1
"10562",1
"10563",1
"10564",1
"10565",0
"10566",0
"10567",1
"10568",1
"10569",1
"10570",0
"10571",1
"10572",0
"10573",1
"10574",1
"10575",1
"10576",1
"10577",0
"10578",0
"10579",1
"10580",0
"10581",1
"10582",0
"10583",0
"10584",0
"10585",0
"10586",0
"10587",0
"10588",0
"10589",0
"10590",1
"10591",1
"10592",1
"10593",0
"10594",0
"10595",0
"10596",0
"10597",0
"10598",0
"10599",0
"10600",1
"10601",1
"10602",0
"10603",0
"10604",1
"10605",1
"10606",0
"10607",1
"10608",1
"10609",1
"10610",1
"10611",1
"10612",1
"10613",0
"10614",0
"10615",1
"10616",1
"10617",1
"10618",0
"10619",1
"10620",0
"10621",0
"10622",1
"10623",1
"10624",0
"10625",0
"10626",0
"10627",0
"10628",0
"10629",0
"10630",0
"10631",0
"10632",0
"10633",0
"10634",0
"10635",1
"10636",0
"10637",1
"10638",1
"10639",0
"10640",0
"10641",1
"10642",1
"10643",0
"10644",0
"10645",1
"10646",0
"10647",1
"10648",1
"10649",0
"10650",0
"10651",1
"10652",0
"10653",0
"10654",1
"10655",1
"10656",0
"10657",1
"10658",1
"10659",1
"10660",0
"10661",0
"10662",1
"10663",1
"10664",1
"10665",0
"10666",0
"10667",1
"10668",1
"10669",0
"10670",1
"10671",0
"10672",1
"10673",1
"10674",1
"10675",0
"10676",1
"10677",0
"10678",1
"10679",1
"10680",1
"10681",1
"10682",1
"10683",0
"10684",0
"10685",0
"10686",0
"10687",1
"10688",1
"10689",1
"10690",1
"10691",0
"10692",0
"10693",0
"10694",0
"10695",1
"10696",1
"10697",0
"10698",1
"10699",1
"10700",0
"10701",1
"10702",0
"10703",1
"10704",0
"10705",0
"10706",1
"10707",1
"10708",1
"10709",1
"10710",1
"10711",1
"10712",0
"10713",0
"10714",0
"10715",1
"10716",1
"10717",1
"10718",1
"10719",1
"10720",1
"10721",0
"10722",0
"10723",0
"10724",1
"10725",0
"10726",0
"10727",1
"10728",0
"10729",0
"10730",0
"10731",1
"10732",0
"10733",1
"10734",0
"10735",0
"10736",0
"10737",1
"10738",0
"10739",0
"10740",1
"10741",1
"10742",1
"10743",0
"10744",0
"10745",0
"10746",0
"10747",0
"10748",0
"10749",1
"10750",0
"10751",0
"10752",1
"10753",1
"10754",1
"10755",1
"10756",1
"10757",1
"10758",0
"10759",1
"10760",1
"10761",1
"10762",0
"10763",1
"10764",0
"10765",1
"10766",1
"10767",1
"10768",1
"10769",1
"10770",1
"10771",0
"10772",0
"10773",1
"10774",0
"10775",0
"10776",0
"10777",0
"10778",1
"10779",1
"10780",0
"10781",1
"10782",1
"10783",1
"10784",0
"10785",1
"10786",0
"10787",1
"10788",1
"10789",1
"10790",1
"10791",1
"10792",1
"10793",1
"10794",1
"10795",0
"10796",0
"10797",0
"10798",1
"10799",1
"10800",1
"10801",1
"10802",0
"10803",1
"10804",0
"10805",1
"10806",1
"10807",1
"10808",1
"10809",0
"10810",1
"10811",1
"10812",1
"10813",0
"10814",0
"10815",0
"10816",0
"10817",1
"10818",0
"10819",1
"10820",0
"10821",0
"10822",0
"10823",0
"10824",0
"10825",0
"10826",0
"10827",0
"10828",1
"10829",0
"10830",0
"10831",0
"10832",0
"10833",1
"10834",1
"10835",1
"10836",0
"10837",0
"10838",0
"10839",1
"10840",0
"10841",0
"10842",0
"10843",0
"10844",0
"10845",1
"10846",1
"10847",1
"10848",1
"10849",1
"10850",0
"10851",0
"10852",0
"10853",1
"10854",0
"10855",0
"10856",0
"10857",0
"10858",1
"10859",0
"10860",0
"10861",1
"10862",0
"10863",0
"10864",1
"10865",0
"10866",1
"10867",0
"10868",1
"10869",0
"10870",1
"10871",0
"10872",0
"10873",1
"10874",0
"10875",0
"10876",0
"10877",0
"10878",1
"10879",0
"10880",0
"10881",0
"10882",0
"10883",0
"10884",0
"10885",1
"10886",1
"10887",0
"10888",1
"10889",0
"10890",0
"10891",0
"10892",0
"10893",0
"10894",1
"10895",1
"10896",0
"10897",1
"10898",0
"10899",1
"10900",0
"10901",0
"10902",1
"10903",0
"10904",0
"10905",1
"10906",1
"10907",0
"10908",0
"10909",0
"10910",0
"10911",0
"10912",1
"10913",0
"10914",0
"10915",0
"10916",0
"10917",1
"10918",0
"10919",1
"10920",1
"10921",0
"10922",0
"10923",1
"10924",1
"10925",1
"10926",1
"10927",1
"10928",1
"10929",0
"10930",0
"10931",0
"10932",1
"10933",0
"10934",0
"10935",1
"10936",1
"10937",0
"10938",0
"10939",1
"10940",1
"10941",1
"10942",1
"10943",1
"10944",0
"10945",0
"10946",1
"10947",0
"10948",0
"10949",0
"10950",0
"10951",0
"10952",0
"10953",0
"10954",1
"10955",1
"10956",1
"10957",0
"10958",0
"10959",1
"10960",1
"10961",1
"10962",0
"10963",1
"10964",0
"10965",0
"10966",0
"10967",0
"10968",1
"10969",1
"10970",1
"10971",1
"10972",0
"10973",0
"10974",1
"10975",0
"10976",1
"10977",0
"10978",1
"10979",0
"10980",0
"10981",1
"10982",0
"10983",1
"10984",1
"10985",1
"10986",0
"10987",1
"10988",1
"10989",1
"10990",1
"10991",0
"10992",0
"10993",0
"10994",0
"10995",0
"10996",1
"10997",0
"10998",0
"10999",0
"11000",0
"11001",0
"11002",1
"11003",0
"11004",0
"11005",1
"11006",1
"11007",0
"11008",1
"11009",0
"11010",1
"11011",1
"11012",0
"11013",1
"11014",0
"11015",1
"11016",1
"11017",0
"11018",0
"11019",0
"11020",1
"11021",0
"11022",1
"11023",1
"11024",1
"11025",0
"11026",0
"11027",1
"11028",1
"11029",0
"11030",1
"11031",1
"11032",0
"11033",1
"11034",1
"11035",1
"11036",1
"11037",1
"11038",1
"11039",0
"11040",0
"11041",1
"11042",0
"11043",0
"11044",0
"11045",1
"11046",1
"11047",0
"11048",0
"11049",1
"11050",0
"11051",0
"11052",1
"11053",0
"11054",1
"11055",1
"11056",0
"11057",0
"11058",1
"11059",0
"11060",0
"11061",1
"11062",0
"11063",1
"11064",0
"11065",1
"11066",0
"11067",0
"11068",0
"11069",0
"11070",0
"11071",1
"11072",0
"11073",1
"11074",0
"11075",0
"11076",1
"11077",0
"11078",1
"11079",1
"11080",1
"11081",1
"11082",1
"11083",0
"11084",1
"11085",1
"11086",1
"11087",1
"11088",0
"11089",0
"11090",1
"11091",0
"11092",0
"11093",0
"11094",0
"11095",0
"11096",0
"11097",1
"11098",0
"11099",0
"11100",1
"11101",0
"11102",1
"11103",0
"11104",0
"11105",1
"11106",0
"11107",1
"11108",0
"11109",0
"11110",0
"11111",1
"11112",1
"11113",1
"11114",0
"11115",0
"11116",1
"11117",0
"11118",1
"11119",0
"11120",0
"11121",0
"11122",1
"11123",0
"11124",1
"11125",1
"11126",0
"11127",1
"11128",1
"11129",0
"11130",1
"11131",0
"11132",0
"11133",1
"11134",0
"11135",0
"11136",1
"11137",0
"11138",1
"11139",1
"11140",0
"11141",1
"11142",0
"11143",1
"11144",0
"11145",0
"11146",0
"11147",1
"11148",1
"11149",1
"11150",1
"11151",0
"11152",0
"11153",1
"11154",0
"11155",0
"11156",0
"11157",1
"11158",0
"11159",1
"11160",0
"11161",1
"11162",0
"11163",0
"11164",0
"11165",1
"11166",1
"11167",1
"11168",1
"11169",0
"11170",0
"11171",0
"11172",1
"11173",0
"11174",1
"11175",0
"11176",1
"11177",0
"11178",1
"11179",1
"11180",0
"11181",0
"11182",0
"11183",0
"11184",1
"11185",0
"11186",0
"11187",1
"11188",1
"11189",0
"11190",1
"11191",1
"11192",0
"11193",1
"11194",1
"11195",1
"11196",0
"11197",1
"11198",0
"11199",1
"11200",1
"11201",1
"11202",1
"11203",0
"11204",1
"11205",1
"11206",0
"11207",0
"11208",0
"11209",1
"11210",1
"11211",0
"11212",0
"11213",0
"11214",0
"11215",1
"11216",1
"11217",1
"11218",0
"11219",1
"11220",1
"11221",1
"11222",0
"11223",0
"11224",1
"11225",1
"11226",0
"11227",0
"11228",0
"11229",1
"11230",1
"11231",1
"11232",1
"11233",0
"11234",0
"11235",0
"11236",1
"11237",0
"11238",0
"11239",1
"11240",0
"11241",0
"11242",1
"11243",1
"11244",0
"11245",0
"11246",1
"11247",1
"11248",0
"11249",1
"11250",1
"11251",0
"11252",1
"11253",1
"11254",1
"11255",1
"11256",0
"11257",1
"11258",1
"11259",1
"11260",0
"11261",1
"11262",1
"11263",0
"11264",0
"11265",1
"11266",0
"11267",1
"11268",0
"11269",0
"11270",1
"11271",1
"11272",0
"11273",0
"11274",1
"11275",1
"11276",0
"11277",1
"11278",1
"11279",0
"11280",1
"11281",1
"11282",0
"11283",0
"11284",1
"11285",1
"11286",1
"11287",0
"11288",1
"11289",1
"11290",1
"11291",0
"11292",0
"11293",0
"11294",1
"11295",0
"11296",0
"11297",1
"11298",1
"11299",0
"11300",0
"11301",0
"11302",0
"11303",0
"11304",1
"11305",1
"11306",0
"11307",0
"11308",1
"11309",1
"11310",0
"11311",1
"11312",1
"11313",0
"11314",1
"11315",1
"11316",0
"11317",1
"11318",0
"11319",0
"11320",1
"11321",0
"11322",0
"11323",0
"11324",0
"11325",0
"11326",1
"11327",1
"11328",0
"11329",0
"11330",0
"11331",1
"11332",1
"11333",0
"11334",0
"11335",1
"11336",1
"11337",1
"11338",0
"11339",0
"11340",1
"11341",1
"11342",1
"11343",0
"11344",1
"11345",0
"11346",1
"11347",1
"11348",0
"11349",0
"11350",0
"11351",1
"11352",0
"11353",1
"11354",0
"11355",0
"11356",1
"11357",1
"11358",1
"11359",0
"11360",0
"11361",1
"11362",1
"11363",1
"11364",0
"11365",0
"11366",0
"11367",0
"11368",1
"11369",0
"11370",0
"11371",1
"11372",1
"11373",1
"11374",1
"11375",0
"11376",1
"11377",1
"11378",1
"11379",0
"11380",0
"11381",0
"11382",0
"11383",0
"11384",0
"11385",0
"11386",0
"11387",0
"11388",0
"11389",1
"11390",0
"11391",0
"11392",1
"11393",0
"11394",1
"11395",1
"11396",1
"11397",0
"11398",1
"11399",1
"11400",0
"11401",1
"11402",1
"11403",1
"11404",1
"11405",1
"11406",1
"11407",1
"11408",1
"11409",1
"11410",1
"11411",1
"11412",1
"11413",0
"11414",1
"11415",0
"11416",1
"11417",0
"11418",0
"11419",0
"11420",1
"11421",0
"11422",1
"11423",0
"11424",0
"11425",0
"11426",1
"11427",0
"11428",0
"11429",0
"11430",0
"11431",0
"11432",0
"11433",1
"11434",0
"11435",0
"11436",1
"11437",0
"11438",1
"11439",0
"11440",0
"11441",0
"11442",1
"11443",0
"11444",1
"11445",0
"11446",0
"11447",0
"11448",1
"11449",0
"11450",0
"11451",0
"11452",1
"11453",0
"11454",1
"11455",1
"11456",1
"11457",1
"11458",0
"11459",1
"11460",1
"11461",0
"11462",0
"11463",0
"11464",1
"11465",0
"11466",0
"11467",1
"11468",0
"11469",1
"11470",0
"11471",0
"11472",1
"11473",0
"11474",0
"11475",0
"11476",0
"11477",0
"11478",1
"11479",0
"11480",0
"11481",0
"11482",0
"11483",0
"11484",0
"11485",0
"11486",0
"11487",0
"11488",0
"11489",1
"11490",1
"11491",0
"11492",0
"11493",0
"11494",1
"11495",1
"11496",0
"11497",0
"11498",1
"11499",0
"11500",0
"11501",0
"11502",0
"11503",1
"11504",1
"11505",1
"11506",1
"11507",1
"11508",0
"11509",1
"11510",0
"11511",0
"11512",0
"11513",0
"11514",0
"11515",0
"11516",1
"11517",0
"11518",0
"11519",1
"11520",1
"11521",0
"11522",1
"11523",0
"11524",1
"11525",1
"11526",0
"11527",0
"11528",0
"11529",1
"11530",1
"11531",0
"11532",0
"11533",0
"11534",0
"11535",0
"11536",0
"11537",1
"11538",1
"11539",0
"11540",0
"11541",0
"11542",1
"11543",0
"11544",0
"11545",0
"11546",1
"11547",0
"11548",1
"11549",0
"11550",0
"11551",0
"11552",0
"11553",0
"11554",1
"11555",1
"11556",0
"11557",1
"11558",1
"11559",0
"11560",0
"11561",0
"11562",0
"11563",0
"11564",0
"11565",0
"11566",0
"11567",1
"11568",0
"11569",0
"11570",1
"11571",0
"11572",0
"11573",1
"11574",1
"11575",0
"11576",0
"11577",1
"11578",1
"11579",1
"11580",0
"11581",0
"11582",0
"11583",1
"11584",0
"11585",0
"11586",0
"11587",0
"11588",1
"11589",0
"11590",0
"11591",0
"11592",0
"11593",0
"11594",0
"11595",0
"11596",0
"11597",1
"11598",1
"11599",0
"11600",0
"11601",0
"11602",1
"11603",0
"11604",0
"11605",0
"11606",0
"11607",0
"11608",1
"11609",0
"11610",1
"11611",1
"11612",0
"11613",0
"11614",0
"11615",1
"11616",0
"11617",1
"11618",0
"11619",1
"11620",0
"11621",0
"11622",1
"11623",0
"11624",1
"11625",0
"11626",1
"11627",1
"11628",1
"11629",0
"11630",0
"11631",0
"11632",0
"11633",1
"11634",0
"11635",0
"11636",0
"11637",1
"11638",1
"11639",1
"11640",1
"11641",0
"11642",1
"11643",1
"11644",1
"11645",1
"11646",1
"11647",1
"11648",1
"11649",1
"11650",1
"11651",0
"11652",1
"11653",0
"11654",1
"11655",1
"11656",1
"11657",0
"11658",1
"11659",0
"11660",0
"11661",0
"11662",1
"11663",0
"11664",0
"11665",0
"11666",0
"11667",0
"11668",1
"11669",1
"11670",1
"11671",1
"11672",1
"11673",1
"11674",0
"11675",1
"11676",0
"11677",1
"11678",0
"11679",0
"11680",1
"11681",0
"11682",0
"11683",1
"11684",1
"11685",1
"11686",1
"11687",0
"11688",1
"11689",1
"11690",1
"11691",0
"11692",1
"11693",0
"11694",1
"11695",1
"11696",1
"11697",0
"11698",0
"11699",0
"11700",0
"11701",0
"11702",0
"11703",1
"11704",1
"11705",1
"11706",0
"11707",1
"11708",0
"11709",0
"11710",0
"11711",0
"11712",1
"11713",1
"11714",1
"11715",0
"11716",1
"11717",1
"11718",1
"11719",0
"11720",1
"11721",1
"11722",1
"11723",1
"11724",0
"11725",1
"11726",0
"11727",0
"11728",0
"11729",0
"11730",0
"11731",1
"11732",0
"11733",1
"11734",1
"11735",0
"11736",1
"11737",0
"11738",0
"11739",0
"11740",1
"11741",1
"11742",0
"11743",1
"11744",1
"11745",0
"11746",0
"11747",0
"11748",0
"11749",0
"11750",1
"11751",0
"11752",1
"11753",1
"11754",1
"11755",0
"11756",1
"11757",1
"11758",1
"11759",1
"11760",1
"11761",1
"11762",0
"11763",1
"11764",1
"11765",1
"11766",1
"11767",1
"11768",0
"11769",1
"11770",1
"11771",1
"11772",1
"11773",0
"11774",0
"11775",1
"11776",1
"11777",0
"11778",0
"11779",1
"11780",0
"11781",1
"11782",1
"11783",1
"11784",1
"11785",1
"11786",0
"11787",1
"11788",1
"11789",0
"11790",1
"11791",0
"11792",1
"11793",0
"11794",0
"11795",1
"11796",0
"11797",0
"11798",0
"11799",1
"11800",0
"11801",1
"11802",0
"11803",1
"11804",0
"11805",1
"11806",1
"11807",1
"11808",1
"11809",0
"11810",1
"11811",0
"11812",0
"11813",1
"11814",0
"11815",0
"11816",1
"11817",1
"11818",1
"11819",0
"11820",1
"11821",1
"11822",0
"11823",1
"11824",0
"11825",1
"11826",1
"11827",1
"11828",0
"11829",0
"11830",0
"11831",0
"11832",1
"11833",1
"11834",1
"11835",1
"11836",1
"11837",0
"11838",1
"11839",0
"11840",1
"11841",0
"11842",0
"11843",0
"11844",1
"11845",1
"11846",1
"11847",1
"11848",1
"11849",0
"11850",0
"11851",1
"11852",1
"11853",1
"11854",1
"11855",1
"11856",1
"11857",0
"11858",1
"11859",0
"11860",1
"11861",1
"11862",1
"11863",0
"11864",1
"11865",1
"11866",1
"11867",1
"11868",1
"11869",1
"11870",1
"11871",1
"11872",1
"11873",0
"11874",1
"11875",1
"11876",1
"11877",0
"11878",1
"11879",1
"11880",0
"11881",0
"11882",0
"11883",1
"11884",1
"11885",1
"11886",1
"11887",1
"11888",0
"11889",1
"11890",1
"11891",1
"11892",1
"11893",1
"11894",1
"11895",1
"11896",0
"11897",0
"11898",0
"11899",1
"11900",0
"11901",1
"11902",1
"11903",1
"11904",0
"11905",0
"11906",1
"11907",1
"11908",0
"11909",1
"11910",1
"11911",0
"11912",1
"11913",1
"11914",0
"11915",1
"11916",1
"11917",0
"11918",1
"11919",1
"11920",1
"11921",1
"11922",0
"11923",1
"11924",1
"11925",1
"11926",0
"11927",1
"11928",1
"11929",1
"11930",1
"11931",1
"11932",0
"11933",0
"11934",0
"11935",0
"11936",0
"11937",1
"11938",0
"11939",0
"11940",0
"11941",0
"11942",1
"11943",0
"11944",1
"11945",0
"11946",0
"11947",0
"11948",1
"11949",1
"11950",1
"11951",0
"11952",0
"11953",1
"11954",0
"11955",0
"11956",1
"11957",1
"11958",0
"11959",0
"11960",0
"11961",1
"11962",1
"11963",0
"11964",0
"11965",1
"11966",0
"11967",0
"11968",1
"11969",1
"11970",0
"11971",0
"11972",1
"11973",1
"11974",1
"11975",0
"11976",0
"11977",1
"11978",1
"11979",1
"11980",1
"11981",1
"11982",0
"11983",0
"11984",0
"11985",0
"11986",0
"11987",1
"11988",1
"11989",1
"11990",1
"11991",0
"11992",1
"11993",1
"11994",1
"11995",1
"11996",1
"11997",1
"11998",1
"11999",0
"12000",0
"12001",0
"12002",0
"12003",0
"12004",1
"12005",0
"12006",1
"12007",1
"12008",0
"12009",1
"12010",0
"12011",1
"12012",0
"12013",0
"12014",1
"12015",1
"12016",0
"12017",1
"12018",1
"12019",0
"12020",0
"12021",0
"12022",1
"12023",1
"12024",1
"12025",0
"12026",1
"12027",0
"12028",1
"12029",1
"12030",0
"12031",1
"12032",1
"12033",1
"12034",1
"12035",0
"12036",0
"12037",1
"12038",1
"12039",1
"12040",0
"12041",1
"12042",1
"12043",1
"12044",0
"12045",1
"12046",1
"12047",0
"12048",1
"12049",1
"12050",1
"12051",1
"12052",1
"12053",1
"12054",0
"12055",1
"12056",0
"12057",0
"12058",1
"12059",0
"12060",0
"12061",0
"12062",1
"12063",1
"12064",1
"12065",1
"12066",1
"12067",1
"12068",1
"12069",1
"12070",1
"12071",0
"12072",0
"12073",1
"12074",0
"12075",0
"12076",0
"12077",0
"12078",1
"12079",1
"12080",1
"12081",1
"12082",1
"12083",1
"12084",1
"12085",1
"12086",1
"12087",1
"12088",0
"12089",0
"12090",1
"12091",1
"12092",1
"12093",0
"12094",0
"12095",1
"12096",0
"12097",1
"12098",0
"12099",0
"12100",0
"12101",0
"12102",0
"12103",1
"12104",0
"12105",1
"12106",1
"12107",0
"12108",1
"12109",0
"12110",0
"12111",1
"12112",1
"12113",1
"12114",0
"12115",1
"12116",1
"12117",1
"12118",1
"12119",0
"12120",0
"12121",0
"12122",0
"12123",1
"12124",0
"12125",0
"12126",1
"12127",0
"12128",1
"12129",0
"12130",1
"12131",0
"12132",0
"12133",1
"12134",1
"12135",0
"12136",1
"12137",1
"12138",0
"12139",1
"12140",0
"12141",0
"12142",0
"12143",0
"12144",1
"12145",1
"12146",1
"12147",1
"12148",0
"12149",0
"12150",0
"12151",0
"12152",0
"12153",0
"12154",1
"12155",0
"12156",0
"12157",1
"12158",0
"12159",1
"12160",1
"12161",0
"12162",1
"12163",0
"12164",0
"12165",0
"12166",0
"12167",1
"12168",0
"12169",1
"12170",0
"12171",1
"12172",1
"12173",0
"12174",0
"12175",1
"12176",0
"12177",0
"12178",0
"12179",1
"12180",0
"12181",1
"12182",0
"12183",1
"12184",0
"12185",1
"12186",0
"12187",0
"12188",0
"12189",0
"12190",1
"12191",0
"12192",1
"12193",0
"12194",0
"12195",1
"12196",0
"12197",1
"12198",1
"12199",1
"12200",0
"12201",1
"12202",1
"12203",1
"12204",0
"12205",1
"12206",1
"12207",0
"12208",1
"12209",1
"12210",0
"12211",1
"12212",1
"12213",0
"12214",0
"12215",1
"12216",1
"12217",1
"12218",1
"12219",0
"12220",1
"12221",0
"12222",1
"12223",1
"12224",0
"12225",1
"12226",1
"12227",1
"12228",1
"12229",1
"12230",0
"12231",1
"12232",1
"12233",0
"12234",0
"12235",0
"12236",0
"12237",1
"12238",1
"12239",0
"12240",0
"12241",0
"12242",0
"12243",1
"12244",1
"12245",0
"12246",0
"12247",1
"12248",0
"12249",0
"12250",1
"12251",0
"12252",0
"12253",0
"12254",0
"12255",0
"12256",1
"12257",1
"12258",0
"12259",1
"12260",1
"12261",1
"12262",0
"12263",0
"12264",1
"12265",1
"12266",0
"12267",1
"12268",1
"12269",1
"12270",1
"12271",1
"12272",1
"12273",1
"12274",0
"12275",1
"12276",1
"12277",0
"12278",1
"12279",0
"12280",0
"12281",0
"12282",0
"12283",0
"12284",0
"12285",0
"12286",0
"12287",0
"12288",0
"12289",0
"12290",1
"12291",0
"12292",0
"12293",0
"12294",1
"12295",1
"12296",0
"12297",0
"12298",1
"12299",0
"12300",0
"12301",0
"12302",0
"12303",0
"12304",0
"12305",1
"12306",0
"12307",1
"12308",0
"12309",1
"12310",0
"12311",1
"12312",1
"12313",1
"12314",1
"12315",0
"12316",1
"12317",0
"12318",0
"12319",0
"12320",0
"12321",1
"12322",1
"12323",0
"12324",1
"12325",0
"12326",0
"12327",0
"12328",1
"12329",0
"12330",1
"12331",0
"12332",0
"12333",0
"12334",0
"12335",1
"12336",1
"12337",0
"12338",1
"12339",1
"12340",0
"12341",1
"12342",1
"12343",1
"12344",1
"12345",1
"12346",1
"12347",0
"12348",1
"12349",1
"12350",1
"12351",0
"12352",1
"12353",0
"12354",0
"12355",1
"12356",1
"12357",1
"12358",1
"12359",1
"12360",1
"12361",1
"12362",1
"12363",0
"12364",0
"12365",0
"12366",0
"12367",0
"12368",0
"12369",0
"12370",1
"12371",0
"12372",0
"12373",0
"12374",0
"12375",1
"12376",0
"12377",1
"12378",1
"12379",1
"12380",1
"12381",0
"12382",1
"12383",0
"12384",1
"12385",0
"12386",1
"12387",1
"12388",0
"12389",0
"12390",0
"12391",1
"12392",0
"12393",1
"12394",0
"12395",0
"12396",0
"12397",1
"12398",1
"12399",0
"12400",0
"12401",0
"12402",1
"12403",0
"12404",0
"12405",1
"12406",0
"12407",0
"12408",1
"12409",1
"12410",0
"12411",1
"12412",1
"12413",0
"12414",1
"12415",0
"12416",1
"12417",1
"12418",1
"12419",0
"12420",1
"12421",0
"12422",1
"12423",1
"12424",1
"12425",1
"12426",1
"12427",0
"12428",1
"12429",0
"12430",1
"12431",0
"12432",0
"12433",1
"12434",0
"12435",0
"12436",0
"12437",1
"12438",0
"12439",1
"12440",0
"12441",0
"12442",0
"12443",1
"12444",1
"12445",1
"12446",1
"12447",1
"12448",1
"12449",1
"12450",0
"12451",1
"12452",0
"12453",1
"12454",0
"12455",0
"12456",0
"12457",1
"12458",1
"12459",1
"12460",1
"12461",0
"12462",1
"12463",0
"12464",0
"12465",0
"12466",0
"12467",0
"12468",1
"12469",0
"12470",0
"12471",1
"12472",1
"12473",1
"12474",1
"12475",1
"12476",0
"12477",0
"12478",1
"12479",1
"12480",1
"12481",1
"12482",0
"12483",0
"12484",0
"12485",1
"12486",1
"12487",1
"12488",1
"12489",1
"12490",1
"12491",0
"12492",0
"12493",0
"12494",1
"12495",0
"12496",1
"12497",0
"12498",0
"12499",0
"12500",0
"12501",1
"12502",0
"12503",1
"12504",1
"12505",1
"12506",1
"12507",0
"12508",0
"12509",0
"12510",0
"12511",0
"12512",1
"12513",1
"12514",0
"12515",1
"12516",0
"12517",0
"12518",1
"12519",0
"12520",1
"12521",0
"12522",0
"12523",0
"12524",0
"12525",1
"12526",0
"12527",1
"12528",1
"12529",1
"12530",1
"12531",0
"12532",0
"12533",1
"12534",1
"12535",1
"12536",0
"12537",1
"12538",1
"12539",0
"12540",0
"12541",1
"12542",0
"12543",0
"12544",0
"12545",0
"12546",0
"12547",0
"12548",0
"12549",0
"12550",1
"12551",0
"12552",0
"12553",0
"12554",1
"12555",1
"12556",0
"12557",1
"12558",1
"12559",0
"12560",0
"12561",0
"12562",0
"12563",0
"12564",0
"12565",1
"12566",1
"12567",1
"12568",0
"12569",1
"12570",1
"12571",1
"12572",1
"12573",1
"12574",1
"12575",1
"12576",1
"12577",0
"12578",1
"12579",0
"12580",1
"12581",1
"12582",1
"12583",1
"12584",0
